no.,vid,title,description,thumbnail,view_counts,t_emoji_count,t_word_count,t_punctuation_count,t_length,t_lang,d_emoji_count,d_word_count,d_punctuation_count,d_length,d_lang,thumb_brightness,thumb_contrast,thumb_blurriness,thumb_entropy,t_lang_digit,d_lang_digit,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14
53,wJZTUprsa5c,Vlad and Niki 50 cars Challenge,Niki and Chris play with 50 ride on cars Thanks https://americas-toys.com/ for helping me to make this video.,https://i.ytimg.com/vi/wJZTUprsa5c/default.jpg,20254478,0,6,0,31,nl,0,21,7,109,en,0.1303035092,4.448088261,49.58333333,6.955910822,37,21,-0.4630839566,-0.7425218413,-1.141261101,-1.13644604,1.463051091,-0.1480910628,0.7420070919,0.1502757003,0.4007867099,0.5403974534,0.9732046119,0.8760251465,0.9912451502,0.3315701724
54,XJkp2-0eRdU,Fireball Beach Scene | SIDE BY SIDE VIDEO | Pixar Cars,Time for Lightning McQueen to train at one of his favorite spots: Fireball Beach! Now if only Cruz could just get to the finish line ...,https://i.ytimg.com/vi/XJkp2-0eRdU/default.jpg,12019266,0,9,2,54,en,0,25,5,136,en,0.135196596,4.641188389,45.05,7.009838771,30,21,-0.4630839566,0.01877874787,-0.3227616261,-0.08211553796,0.2781659035,-0.1480910628,1.195972887,-0.2147664866,0.9196086031,0.5403974534,1.115330194,1.062349206,0.6141651395,0.4050074317
55,sAD7UdoM_-k,Hauler Adventures with Mack And Lightning | Pixar Cars,"When Mack and Lightning travel from coast to coast, there'll surely be some fun adventures ahead! © Disney/Pixar; rights in ...",https://i.ytimg.com/vi/sAD7UdoM_-k/default.jpg,35407412,0,8,1,54,en,1,21,8,127,en,0.1250837969,4.34425881,45.97083333,6.808693503,30,21,-0.4630839566,-0.2349881152,-0.7320113634,-0.08211553796,0.2781659035,4.123766518,0.7420070919,0.3327967937,0.746667972,0.5403974534,0.8215917996,0.77583917,0.6907595167,0.131094602
56,c5jO9MFTG6Y,Cardiff car crash victims lay undiscovered for almost two days,"Three people who died in a car crash in Cardiff after a night out on Saturday have been named. Darcy Ross, Rafel Jeanne and ...",https://i.ytimg.com/vi/c5jO9MFTG6Y/default.jpg,349869,0,10,0,62,en,0,24,5,127,en,0.1259683243,4.531484066,35.275,7.018136354,30,21,-0.4630839566,0.2725456109,-1.141261101,0.284608115,0.2781659035,-0.1480910628,1.082481438,-0.2147664866,0.746667972,0.5403974534,0.8472839589,0.9564945124,-0.1989136336,0.4163067994
57,64OddLy5cPk,Recreando la escena del accidente de Rayo McQueen |  Pixar Cars,Revive el momento icónico interpretado con juguetes de la carrera final de la temporada de El Rayo en Cars 3. Revive el ...,https://i.ytimg.com/vi/64OddLy5cPk/default.jpg,14528066,0,10,1,63,es,0,22,4,123,es,0.1339653516,4.629480537,45.09722222,7.060567465,17,15,-0.4630839566,0.2725456109,-0.7320113634,0.3304485716,-1.922335159,-0.1480910628,0.8554985407,-0.3972875801,0.6698054693,-1.014951789,1.079567222,1.051052193,0.6180930563,0.4740880533
58,kKEn4Tx0IYE,Bill aims to require snow removal from cars after winter storms,Jaclyn Sanipass said she was driving on Route 26 in Oxford on Monday when a sheet of ice blew off the car truck in front of her ...,https://i.ytimg.com/vi/kKEn4Tx0IYE/default.jpg,309,0,11,0,63,en,0,27,3,131,en,0.1153885657,4.047492255,42.35833333,6.68280361,30,21,-0.4630839566,0.526312474,-1.141261101,0.3304485716,0.2781659035,-0.1480910628,1.422955784,-0.5798086735,0.8235304747,0.5403974534,0.5399821665,0.4894864383,0.3902738831,-0.04033799988
59,YPKWdL_NXMk,La escena de Mate tumbando al tractor recreada con juguetes | Pixar Cars,Es hora de derribar el tractor! ¡Mate tiene todos los consejos para que el tractor vuelque con éxito! ¡Prepárate para la divertida ...,https://i.ytimg.com/vi/YPKWdL_NXMk/default.jpg,11099472,0,12,1,72,es,0,22,5,134,es,0.06074369826,2.7718038,40.06805556,6.253283102,17,15,-0.4630839566,0.7800793371,-0.7320113634,0.7430126812,-1.922335159,-0.1480910628,0.8554985407,-0.2147664866,0.8811773517,-1.014951789,-1.047243635,-0.7414368852,0.1997699194,-0.6252445148
60,OqRjONsdkvU,Toy Car Race Song | Nursery Rhymes &amp; Kids Songs - Little Angel,"It's time for a car race with some brand new toy cars, and baby John's ready to win this race! Join in the fun, who gets to win in this ...",https://i.ytimg.com/vi/OqRjONsdkvU/default.jpg,106290411,0,11,4,66,en,0,32,8,139,en,0.1519415056,5.175668775,57.13888889,6.856568966,30,21,-0.4630839566,0.526312474,0.4957378484,0.4679699415,0.2781659035,-0.1480910628,1.990413028,0.3327967937,0.9772554801,0.5403974534,1.601706203,1.578074161,1.619711835,0.1962897898
61,HF0s-pXOHck,Tractor Tipping with Mater and Lightning McQueen | Pixar Cars,Mater has all the tips to a successful tractor tipping trip! For more Pixar Cars Subscribe here: ...,https://i.ytimg.com/vi/HF0s-pXOHck/default.jpg,52711206,0,9,1,61,en,0,17,5,100,en,0.0484006427,1.935204573,39.19444444,6.235501869,30,21,-0.4630839566,0.01877874787,-0.7320113634,0.2387676584,0.2781659035,-0.1480910628,0.2880412969,-0.2147664866,0.2278460788,0.5403974534,-1.405762507,-1.548679043,0.127103459,-0.6494583979
62,XJh06p-4dYI,Teens drive allegedly stolen car off overpass to escape police chase | USA TODAY,Two teens drove an allegedly stolen car off an overpass in Minnesota to escape police. They suffered non-life-threatening injuries.,https://i.ytimg.com/vi/XJh06p-4dYI/default.jpg,5436,0,13,1,80,en,0,21,4,131,en,0.1076433614,3.947776257,46.1125,6.914170879,30,21,-0.4630839566,1.0338462,-0.7320113634,1.109736334,0.2781659035,-0.1480910628,0.7420070919,-0.3972875801,0.8235304747,0.5403974534,0.3150134057,0.39326957,0.702543267,0.274730129
63,yTP5LZc-X2g,NEW CONTENT // Late Model Stock Car,"Joining a flurry of popular cars due in the 2023 Season 2 build, iRacing will release an all-new Late Model Stock car in time for ...",https://i.ytimg.com/vi/yTP5LZc-X2g/default.jpg,11714,0,6,2,35,it,0,26,5,133,en,0.07315320649,3.032075477,34,6.463610443,0,21,-0.4630839566,-0.7425218413,-0.3227616261,-0.9530842138,-4.799913471,-0.1480910628,1.309464336,-0.2147664866,0.861961726,0.5403974534,-0.6867945652,-0.4902983912,-0.3049673866,-0.3388278493
64,68u3NyqsI7I,Car Song | Bella X Young Nug | Prod By. Benihana Boy,LYRICS - MAMACITA Young Nug in the house I'm the king of the world 4x Deep down I feel like a prophet Me the gang we be ...,https://i.ytimg.com/vi/68u3NyqsI7I/default.jpg,104826,0,10,3,52,tl,0,27,5,123,en,0.158983013,5.560118179,42.5,6.652567047,18,21,-0.4630839566,0.2725456109,0.08648811114,-0.1737964512,-1.753065846,-0.1480910628,1.422955784,-0.2147664866,0.6698054693,0.5403974534,1.806235241,1.949032868,0.4020576335,-0.08151312996
65,ZZiTNJ6QleA,My Yellow Car | Super Simple Songs,Let's go for a drive! Buckle up! We can go to the store and buy some fruits and vegetables. This song is fun for learning and ...,https://i.ytimg.com/vi/ZZiTNJ6QleA/default.jpg,116551901,0,6,1,34,en,0,27,7,129,en,0.1563266565,5.214859802,42.35833333,7.094589267,30,21,-0.4630839566,-0.7425218413,-0.7320113634,-0.9989246704,0.2781659035,-0.1480910628,1.422955784,0.1502757003,0.7850992233,0.5403974534,1.729078178,1.615889939,0.3902738831,0.520417793
66,HeipUgcOZlY,How Cars Fall off Lift,"www.RainmanRaysRepairs.com Visit my Second Channel on YouTube, RainmanRay Off Duty ...",https://i.ytimg.com/vi/HeipUgcOZlY/default.jpg,46042,0,5,0,22,en,0,12,6,86,en,0.05969698499,2.502539301,20.91944444,6.634604471,30,21,-0.4630839566,-0.9962887044,-1.141261101,-1.54901015,0.2781659035,-0.1480910628,-0.2794159468,-0.03224539317,-0.04117268061,0.5403974534,-1.077646679,-1.001252635,-1.393000334,-0.1059739591
67,SQqsP_y8b8A,🚚🚗 Drive Cars &amp; Trucks #appMink #Shorts Kids Song &amp; Nursery Rhymes,"Drive a Car, Taxi, Police car,Fire truck, Crane truck , School Bus, Ambulance! Subscribe to appMink: ...",https://i.ytimg.com/vi/SQqsP_y8b8A/default.jpg,1990133,2,11,6,74,en,0,16,11,104,en,0.08349162273,2.895047525,47.36388889,7.267901284,30,21,2.104849259,0.526312474,1.314237323,0.8346935945,0.2781659035,-0.1480910628,0.1745498482,0.880360074,0.3047085815,0.5403974534,-0.3865028494,-0.6225179005,0.8066330616,0.7564282427
68,wGoXrKbDioI,"Philadelphia cracking down on cars missing license plates to avoid tickets, towing",The Philadelphia Parking Authority says it's cracking down on parked vehicles that are missing license plates to avoid ticketing or ...,https://i.ytimg.com/vi/wGoXrKbDioI/default.jpg,17380,0,12,1,82,en,0,21,4,135,en,0.1142984138,4.100056406,56.54861111,6.86728269,30,21,-0.4630839566,0.7800793371,-0.7320113634,1.201417247,0.2781659035,-0.1480910628,0.7420070919,-0.3972875801,0.9003929774,0.5403974534,0.5083173953,0.5402060625,1.570612875,0.2108793776
69,2jVBWyih-RU,Cars on the Road - Cast - TRUCKS (From &quot;Cars on the Road&quot;),"Lightning and Mater are back! Disney and Pixar's #CarsOnTheRoad, a #DisneyPlusDay premiere, is streaming now on Disney+.",https://i.ytimg.com/vi/2jVBWyih-RU/default.jpg,18142636,0,13,8,68,en,0,18,8,120,en,0.09334965408,3.266890222,47.31666667,7.032260844,30,21,-0.4630839566,1.0338462,2.132736797,0.5596508547,0.2781659035,-0.1480910628,0.4015327457,0.3327967937,0.6121585923,0.5403974534,-0.1001644899,-0.2637235204,0.8027051448,0.4355410527
70,HzVbQuRTuWs,Lightning McQueen&#39;s Big Crash | Pixar Cars,Watch one of the most unforgettable moments in Cars 3 when Lightning crashes during his racing against Jackson Storm.,https://i.ytimg.com/vi/HzVbQuRTuWs/default.jpg,23477786,0,8,4,46,en,0,19,1,117,en,0.08078192229,3.088353832,48.70972222,6.877416934,30,21,-0.4630839566,-0.2349881152,0.4957378484,-0.4488391909,0.2781659035,-0.1480910628,0.5150241944,-0.9448508604,0.5545117153,0.5403974534,-0.4652093528,-0.4359948975,0.9185786898,0.2246798486
71,ojCfEbTF808,Cars-Toons | Mater the Greater | Disney Junior UK,"Mater dreams that he is an Evil Kneivel style daredevil! Taking on the most extreme challenges, from shooting himself through a ...",https://i.ytimg.com/vi/ojCfEbTF808/default.jpg,123327597,0,8,3,49,en,0,21,5,131,en,0.1281093888,4.519288675,52.10972222,7.148928083,30,21,-0.4630839566,-0.2349881152,0.08648811114,-0.3113178211,0.2781659035,-0.1480910628,0.7420070919,-0.2147664866,0.8235304747,0.5403974534,0.909473749,0.9447270692,1.201388698,0.5944145577
72,1C8dDixB__o,Have You Seen My Siren? | Car Songs | Police Cars Series | Pinkfong Songs for Kids,Watch Baby Shark Dance ➡️https://www.youtube.com/watch?v=XqZsoesa55w Visit our Official Store: ...,https://i.ytimg.com/vi/1C8dDixB__o/default.jpg,19948988,0,14,4,82,en,1,15,12,98,en,0.1296326852,4.782854757,43.96388889,6.337012219,30,21,-0.4630839566,1.287613063,0.4957378484,1.201417247,0.2781659035,4.123766518,0.06105839943,1.062881167,0.1894148275,0.5403974534,0.9537197228,1.199044365,0.5238230536,-0.5112250328
73,tbAcQPvtgf0,Mack Falls Asleep! | Pixar Cars,"Uh oh, looks like Mack needs to stay up all night to get Lightning McQueen to California! Mack will always lend a helping hand for ...",https://i.ytimg.com/vi/tbAcQPvtgf0/default.jpg,12583201,0,5,2,31,en,0,25,5,134,en,0.06859595982,3.014183146,37.14027778,6.429522868,30,21,-0.4630839566,-0.9962887044,-0.3227616261,-1.13644604,0.2781659035,-0.1480910628,1.195972887,-0.2147664866,0.8811773517,0.5403974534,-0.8191652678,-0.5075628634,-0.04376092082,-0.3852471567
74,y4qdgRgWkds,the things you see on your way to work 🤔 chief n jackie | caddy jack | midwest street cars | ctsv,,https://i.ytimg.com/vi/y4qdgRgWkds/default.jpg,30984,1,18,3,97,en,0,1,0,3,tl,0.06072049008,2.240852127,6.280555556,6.297155125,30,14,0.8208826513,2.302680515,0.08648811114,1.889024097,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-1.047917744,-1.253756954,-2.610654535,-0.5655010762
75,oCAP2FUjueI,"পালকি চলবে রাস্তায়, জ্বালানিবিহীন গাড়ি পুরোপুরি প্রস্তুত! | Electric Private Car in Bangladesh",palkielectriccar #electricprivatecarinbangladesh #somoytv এবার পালকি চলবে রাস্তায়। লাগবে না ...,https://i.ytimg.com/vi/oCAP2FUjueI/default.jpg,37513,0,29,3,94,bn,0,15,5,96,bn,0.1019597417,4.059773957,55.01388889,6.865508052,32,23,-0.4630839566,5.094116009,0.08648811114,1.751502727,0.6167045285,-0.1480910628,0.06105839943,-0.2147664866,0.1509835761,1.058847201,0.1499258456,0.5013371631,1.44295558,0.2084627352
76,rWzcoj-sEA0,Tractor Zombieland There&#39;s Frank 💀 Zombie Cars On The Road,Zombie Cars On The Road (part 2) Tractor Zombieland! Lightning McQueen is powerless to help as Mater gets bitten by a Zombie ...,https://i.ytimg.com/vi/rWzcoj-sEA0/default.jpg,3907956,1,11,3,62,en,0,22,6,128,en,0.05739891249,2.380343036,47.67083333,6.252863862,30,21,0.8208826513,0.526312474,0.08648811114,0.284608115,0.2781659035,-0.1480910628,0.8554985407,-0.03224539317,0.7658835977,0.5403974534,-1.144396954,-1.119160916,0.8321645207,-0.6258154218
77,Ytl7kcZSXx8,Diana and Roma Car vs. Bike #shorts,"Diana and Roma show that a bicycle is better than a Car. It is the most environmentally friendly, useful and healthy mode of ...",https://i.ytimg.com/vi/Ytl7kcZSXx8/default.jpg,6822555,0,7,2,35,en,0,23,5,128,en,0.1094016394,3.83609631,28.66388889,7.525603138,30,21,-0.4630839566,-0.4887549783,-0.3227616261,-0.9530842138,0.2781659035,-0.1480910628,0.9689899894,-0.2147664866,0.7658835977,0.5403974534,0.3660847024,0.2855085794,-0.7488219825,1.107357919
78,LLEwpu8XEtY,What Does a Bathroom Look Like in the Cars World? | Pixar Cars,"Mater gets to use tons of cool new gear in Pixar Cars 2, but the Japanese bathroom is one of the coolest things he's seen yet!",https://i.ytimg.com/vi/LLEwpu8XEtY/default.jpg,11035410,0,12,2,62,en,0,27,3,126,en,0.114155859,4.271067623,46.39583333,6.852040048,30,21,-0.4630839566,0.7800793371,-0.3227616261,0.284608115,0.2781659035,-0.1480910628,1.422955784,-0.5798086735,0.7274523463,0.5403974534,0.5041767191,0.7052163322,0.7261107677,0.1901224622
79,uq48uJTuoY8,Three of missing five found dead after Cardiff car crash,Three people from a group of five reported missing have been found dead after a car crash in Cardiff. The two survivors were ...,https://i.ytimg.com/vi/uq48uJTuoY8/default.jpg,21236,0,10,0,56,en,0,23,4,128,en,0.1397613577,4.707170517,54.35277778,6.781866972,30,21,-0.4630839566,0.2725456109,-1.141261101,0.009565375282,0.2781659035,-0.1480910628,0.9689899894,-0.3972875801,0.7658835977,0.5403974534,1.247919179,1.126015957,1.387964745,0.09456313933
80,FYsjsg0a9JQ,[✨NEW] Baby Shark&#39;s Car Wash | Toy Car Wash Song | Baby Shark Official,[NEW CHANNEL] Subscribe Bebefinn - Nursery Rhymes & Kids Songs ...,https://i.ytimg.com/vi/FYsjsg0a9JQ/default.jpg,16366473,1,14,7,74,en,0,8,7,66,en,0.1515835481,5.054411551,47.03333333,6.798569035,30,21,0.8208826513,1.287613063,1.72348706,0.8346935945,0.2781659035,-0.1480910628,-0.7333817418,0.1502757003,-0.4254851941,0.5403974534,1.591308897,1.46107197,0.7791376442,0.1173074432
81,sSIRUKqJYwA,Cruz Learns How to Race | Pixar Cars,It's time to race! Lightning McQueen is ready to help coach Cruz Ramirez and get her past the finish line. Do you think Cruz has ...,https://i.ytimg.com/vi/sSIRUKqJYwA/default.jpg,4688707,0,7,1,36,en,0,26,6,132,en,0.09626428335,3.685876649,53.47916667,6.762424714,30,21,-0.4630839566,-0.4887549783,-0.7320113634,-0.9072437572,0.2781659035,-0.1480910628,1.309464336,-0.03224539317,0.8427461004,0.5403974534,-0.01550558252,0.1405602703,1.315298284,0.06808732873
82,tgxrwU9ohR4,Training with Cruz Ramirez! | &quot;Loosen Those Ancient Joints!&quot; | Pixar Cars,Every good training session should start with warm-ups! What were Cruz Ramirez's techniques for warming up with Lightning ...,https://i.ytimg.com/vi/tgxrwU9ohR4/default.jpg,13495856,0,12,8,83,en,0,20,6,125,en,0.1394040334,4.909856133,53.92777778,6.902437702,30,21,-0.4630839566,0.7800793371,2.132736797,1.247257704,0.2781659035,-0.1480910628,0.6285156432,-0.03224539317,0.7082367206,0.5403974534,1.237540267,1.32158914,1.352613494,0.258752285
83,1tYYhpwrEYs,Pixar Remix: Cars &quot;Rules of the Road&quot; | Pixar,Start your engines for a new Pixar Remix featuring Cars! Join Lightning McQueen on a musical reimagining of the first Cars film.,https://i.ytimg.com/vi/1tYYhpwrEYs/default.jpg,1176646,0,10,6,55,en,0,22,2,128,en,0.1659005061,5.476870057,59.42916667,6.816832151,30,21,-0.4630839566,0.2725456109,1.314237323,-0.03627508134,0.2781659035,-0.1480910628,0.8554985407,-0.7623297669,0.7658835977,0.5403974534,2.007162136,1.868706002,1.810215798,0.1421775386
84,wg-IlVwP0TU,The Winning Backflip of Cruz Ramirez | Pixar Cars,Watch Cruz Ramirez do the game-winning backflip over Jackson Storm in this Pixar Cars clip! It's a very close race and Cruz is ...,https://i.ytimg.com/vi/wg-IlVwP0TU/default.jpg,1346744,0,8,1,49,en,0,25,6,130,en,0.09298903885,3.66081231,44.45972222,6.78059504,30,21,-0.4630839566,-0.2349881152,-0.7320113634,-0.3113178211,0.2781659035,-0.1480910628,1.195972887,-0.03224539317,0.804314849,0.5403974534,-0.1106389922,0.116375463,0.5650661798,0.0928310642
85,1a8rHK3CnOM,Can Francesco Beat Lightning McQueen on a Dirt Track? | Pixar Cars,It's Lightning McQueen's first time racing in an international race. Does he have what it takes to beat Francesco Bernoulli in Japan ...,https://i.ytimg.com/vi/1a8rHK3CnOM/default.jpg,22286762,0,11,2,66,en,0,24,6,136,en,0.04490052953,1.831323844,33.50416667,5.901879205,30,21,-0.4630839566,0.526312474,-0.3227616261,0.4679699415,0.2781659035,-0.1480910628,1.082481438,-0.03224539317,0.9196086031,0.5403974534,-1.507427497,-1.648914498,-0.3462105127,-1.103774469
86,Ki6xHnDAwHw,Good Times Roll,Provided to YouTube by Elektra Records Good Times Roll · The Cars The Cars ℗ 1978 Elektra/Asylum Records Bass Guitar: ...,https://i.ytimg.com/vi/Ki6xHnDAwHw/default.jpg,7538214,0,3,0,15,en,0,19,5,121,en,0.06806389337,2.915553933,31.19027778,5.789601265,30,21,-0.4630839566,-1.503822431,-1.141261101,-1.869893346,0.2781659035,-0.1480910628,0.5150241944,-0.2147664866,0.631374218,0.5403974534,-0.8346197768,-0.6027310819,-0.5386784349,-1.256670773
87,C-tlG4vd4yo,New Car vs Second Hand Car 🚗,New Car vs Second Hand Car || bekifaayati #youtubepartner #youtubeshorts #shorts.,https://i.ytimg.com/vi/C-tlG4vd4yo/default.jpg,34176,1,6,0,28,en,0,10,6,81,en,0.08655093972,3.055180964,36.69166667,7.272076478,30,21,0.8208826513,-0.7425218413,-1.141261101,-1.27396741,0.2781659035,-0.1480910628,-0.5063988443,-0.03224539317,-0.137250809,0.5403974534,-0.2976413133,-0.4680036974,-0.08107613021,0.7621138802
88,BR5m4OeZjHI,Riley Green - Numbers On The Cars,"Music video by Riley Green performing Numbers On The Cars. © 2019 Big Machine Label Group, LLC http://vevo.ly/ex3Mxl.",https://i.ytimg.com/vi/BR5m4OeZjHI/default.jpg,4317202,0,6,1,33,en,1,20,8,117,en,0.05136879194,2.653796766,36.21944444,5.280435748,30,21,-0.4630839566,-0.7425218413,-0.7320113634,-1.044765127,0.2781659035,4.123766518,0.6285156432,0.3327967937,0.5545117153,0.5403974534,-1.319549048,-0.8553029394,-0.120355298,-1.95003517
89,bfuaEB0T-AY,Two Cars Collided During a Texas Parking Lot Road Rage Incident #shorts,"Outside a Texas Target store, a man and woman got into a heated confrontation over a parking spot before the woman put her car ...",https://i.ytimg.com/vi/bfuaEB0T-AY/default.jpg,1170721,0,12,1,71,en,0,24,4,130,en,0.0652460886,2.698948794,21.22638889,6.382460985,30,21,-0.4630839566,0.7800793371,-0.7320113634,0.6971722246,0.2781659035,-0.1480910628,1.082481438,-0.3972875801,0.804314849,0.5403974534,-0.9164663003,-0.8117353389,-1.367468875,-0.4493344381
90,0C9i-cQdwjA,Why High Downforce Road Cars Suck,"High downforce will ruin a dedicated road car, here's why! Why Stiff Springs Reduce Grip - https://youtu.be/hGZRairqHNI ...",https://i.ytimg.com/vi/0C9i-cQdwjA/default.jpg,1254353,0,6,0,33,en,0,20,12,123,en,0.09008890341,3.088184281,28.30972222,7.125841229,30,21,-0.4630839566,-0.7425218413,-1.141261101,-1.044765127,0.2781659035,-0.1480910628,0.6285156432,1.062881167,0.6698054693,0.5403974534,-0.194876909,-0.4361584984,-0.7782813583,0.5629756599
91,vyUE5LF9WO8,Cars caught on video prowling Louisville neighborhoods,Cars caught on video prowling Louisville neighborhoods Subscribe to WLKY on YouTube now for more: http://bit.ly/1e5KyMO Get ...,https://i.ytimg.com/vi/vyUE5LF9WO8/default.jpg,1489,0,7,0,54,en,0,20,9,127,en,0.04823169499,1.816076489,31.2375,6.123958944,30,21,-0.4630839566,-0.4887549783,-1.141261101,-0.08211553796,0.2781659035,-0.1480910628,0.6285156432,0.5153178871,0.746667972,0.5403974534,-1.410669796,-1.663626808,-0.5347505181,-0.801353784
92,kOfNcocoga8,VIDEO | Fatal crash as fleeing car causes building collapse in Baltimore,The Maryland Attorney General's Office released video that shows what happened back on February 8th in Baltimore when a car ...,https://i.ytimg.com/vi/kOfNcocoga8/default.jpg,46103,0,11,1,72,en,0,21,4,127,en,0.1128935418,3.706906715,39.57222222,6.439804939,30,21,-0.4630839566,0.526312474,-0.7320113634,0.7430126812,0.2781659035,-0.1480910628,0.7420070919,-0.3972875801,0.746667972,0.5403974534,0.467511199,0.1608523712,0.1585267932,-0.3712453803
