,Unnamed: 0,Unnamed: 0.1,vid,title,description,thumbnail,view_counts,t_emoji_count,t_word_count,t_punctuation_count,t_length,t_lang,d_emoji_count,d_word_count,d_punctuation_count,d_length,d_lang
100,100,0,NL2G2AoSRmo,Martin Garrix &amp; Bebe Rexha - In The Name Of Love (Lyrics),Follow the official 7clouds playlist on Spotify : http://spoti.fi/2SJsUcZ ​   Martin Garrix & Bebe Rexha - In The Name Of Love ...,https://i.ytimg.com/vi/NL2G2AoSRmo/default.jpg,153782,0,11,5,61,en,0,20,11,130,en
101,101,1,wZTIdnooV-s,Sub Urban - UH OH! (feat. BENEE) [Official Music Video],Buy tickets for my first headlining tour: https://www.thatsuburban.com/ Listen to the new album 'HIVE' out now: ...,https://i.ytimg.com/vi/wZTIdnooV-s/default.jpg,80216086,0,9,7,55,en,0,19,13,115,en
102,102,2,FuPDePJ_h0M,Miley Cyrus - Flowers (Demo) Lyrics,Miley Cyrus - Flowers (Demo) Lyrics I can buy myself flowers Write my name in the sand Talk to myself for hours Say things you ...,https://i.ytimg.com/vi/FuPDePJ_h0M/default.jpg,324241,0,5,3,35,en,0,24,6,130,en
103,103,3,VpE6dvEg6Bw,CHANMINA – You Just Walked In My Life (Official Music Video) -,Digital Single 「You Just Walked In My Life」 23.3.8. Release https://chanmina.lnk.to/youjustwalkedinmylife 【Cast】 Tsuki ...,https://i.ytimg.com/vi/VpE6dvEg6Bw/default.jpg,46204,0,10,3,62,en,0,19,12,122,en
104,104,4,LgPEyGlUQH8,Silent Child - ADHD (Lyric Video),Silent Child - ADHD (Lyric Video) CloudKid Shop: http://cldkid.com/shop Spotify Playlists: https://cldkid.com/spotify My ...,https://i.ytimg.com/vi/LgPEyGlUQH8/default.jpg,32901,0,5,3,33,en,0,18,18,124,en
105,105,5,gPCCYMeXin0,Meghan Trainor - Made You Look (Official Music Video),"Meghan Trainor - Made You Look (Official Music Video) ""Takin' It Back"" available at: https://MeghanTrainor.lnk.to/TakinItBack ...",https://i.ytimg.com/vi/gPCCYMeXin0/default.jpg,111587028,0,8,3,53,en,0,18,16,129,en
106,106,6,GX8Hg6kWQYI,XXXTENTACION - MOONLIGHT (OFFICIAL MUSIC VIDEO),Written & Creative Directed By XXXTENTACION Directed by JMP @ualreadyknowJMP Producer: Joey Szela DP: Mike Koziel ...,https://i.ytimg.com/vi/GX8Hg6kWQYI/default.jpg,1040765376,0,5,3,47,pt,0,15,7,117,en
107,107,7,k2qgadSvNyU,Dua Lipa - New Rules (Official Music Video),"The official music video for Dua Lipa - New Rules Taken from her self-titled debut studio album released in 2017, which featured ...",https://i.ytimg.com/vi/k2qgadSvNyU/default.jpg,2829561829,0,7,3,43,en,0,22,6,132,en
108,108,8,UhbixyxgsiU,Lil Uzi Vert - Just Wanna Rock [Official Music Video],Lil Uzi Vert - Just Wanna Rock Stream/Download - https://liluzivert.lnk.to/JustWannaRock Connect with Lil Uzi Vert: ...,https://i.ytimg.com/vi/UhbixyxgsiU/default.jpg,67340644,0,9,3,53,en,0,18,13,119,en
109,109,9,PEM0Vs8jf1w,JVKE - golden hour (official music video),"It was just 2 lovers, Sittin in the car Listening to Blonde Fallin for eachother pink & orange skies, Feelin super childish No donald ...",https://i.ytimg.com/vi/PEM0Vs8jf1w/default.jpg,64889095,0,6,3,41,en,0,23,6,137,en
110,110,10,ZyhrYis509A,Aqua - Barbie Girl (Official Music Video),REMASTERED IN HD! CELEBRATING ONE BILLION VIEWS!! Official Music Video for Barbie Girl performed by Aqua. Listen to ...,https://i.ytimg.com/vi/ZyhrYis509A/default.jpg,1177657569,0,6,3,41,ca,0,18,7,119,en
111,111,11,8F2s8ivKXNY,Oliver Tree - Life Goes On [Music Video],New album 'Cowboy Tears' out now! https://olivertree.lnk.to/CowboyTearsID Shop limited edition 'Cowboys Tears' merchandise: ...,https://i.ytimg.com/vi/8F2s8ivKXNY/default.jpg,289482535,0,7,3,40,en,0,17,15,127,en
112,112,12,pPw_izFr5PA,6IX9INE- GOOBA (Official Music Video),"STREAM/DOWNLOAD GOOBA: https://cmg.ffm.to/GOOBA Director- CanonF8, David Wept & 6ix9ine EP/Producer- Omar Reynoso ...",https://i.ytimg.com/vi/pPw_izFr5PA/default.jpg,825583924,0,5,3,37,it,0,17,16,117,en
113,113,13,ZBFhBPo-yqc,LeGrand x CG5 - Give a Little (Official Music Video),"Stream ""Give a Little"" now! Spotify: https://open.spotify.com/artist/4gOUlzoljp2awye30QKLJL?si=fJ3CvIZGTkGbnMGFFrD3hQ ...",https://i.ytimg.com/vi/ZBFhBPo-yqc/default.jpg,2335149,0,9,3,52,en,0,14,16,121,en
114,114,14,yF-NC3eRsqc,Ice Spice - Munch (Feelin’ U) (Official Music Video),Ice Spice - Munch (Feelin' U) (Official Music Video) Exclusive WSHH music video for “Munch (Feelin' U)” by Ice Spice. Stream ...,https://i.ytimg.com/vi/yF-NC3eRsqc/default.jpg,32390330,0,8,5,52,en,0,20,13,128,en
115,115,15,tcXraTCoUZE,Coi Leray - Players (DJ Smallz 732 - Jersey Club Remix) (Official Music Video),"Official music video for Coi Leray “Players (DJ Smallz 732 - Jersey Club Remix)”, available everywhere now: ...",https://i.ytimg.com/vi/tcXraTCoUZE/default.jpg,10218900,0,12,6,78,en,0,16,8,111,en
116,116,16,66ChoYhqVh4,The Truth About Their Relationship (Official Music Video),"EVERYBODY is saying my daughter's crush is her best friend Nidal, but I think they are WAY TOO YOUNG to date!! Here's what ...",https://i.ytimg.com/vi/66ChoYhqVh4/default.jpg,45619408,0,8,2,57,en,0,25,8,126,en
117,117,17,HPVpHGscjH0,Ashnikko - Worms (Official Music Video),The official music video for Ashnikko - Worms Taken from her upcoming debut album 'WEEDKILLER'. Pre-order WEEDKILLER ...,https://i.ytimg.com/vi/HPVpHGscjH0/default.jpg,55007,0,5,3,39,en,0,17,8,120,en
118,118,18,Dk2LCeF6FLY,THEY. - In The Mood (featuring Yung Bleu) (Official Music Video),they #inthemood #rnb.,https://i.ytimg.com/vi/Dk2LCeF6FLY/default.jpg,70665,0,10,6,64,en,0,3,3,21,en
119,119,19,9FoAz0GmF0w,Blanca - Something Better feat. Tauren Wells (Official Music Video),"""Something feat. Tauren Wells"": https://officialblanca.lnk.to/SomethingBetter Stream/Download 'Renovada': ...",https://i.ytimg.com/vi/9FoAz0GmF0w/default.jpg,34199,0,9,4,67,en,0,12,17,109,en
120,120,20,jhj9z_OHNUw,charlieonnafriday - Enough (Official Music Video),Stream/Download “Enough” - https://charlieonnafriday.lnk.to/EnoughSingle Connect with charlieonnafriday! Instagram: ...,https://i.ytimg.com/vi/jhj9z_OHNUw/default.jpg,11928735,0,5,3,49,en,0,12,13,119,en
121,121,21,FiXCxfWWwPo,KIDZ BOP Kids - Dance Monkey (Official Music Video),"Official music video of the KIDZ BOP Kids performing ""Dance Monkey""! Check out #KIDZBOP2023 here: ...",https://i.ytimg.com/vi/FiXCxfWWwPo/default.jpg,150596747,0,8,3,51,en,0,15,8,101,en
122,122,22,h0CYpa1xjQo,"Duki ft. Tiago PZK, KHEA, Seven Kayne &amp; Asan - Victorias (Music Video) Prod By Last Dude","Duki ft. Tiago PZK, KHEA, Seven Kayne & Asan - Victorias (Music Video) Prod By Last Dude Spotify: ...",https://i.ytimg.com/vi/h0CYpa1xjQo/default.jpg,69068,0,16,8,92,en,0,16,11,101,en
123,123,23,CocEMWdc7Ck,SHAKIRA || BZRP Music Sessions #53,SHAKIRA || BZRP Music Sessions #53 Lyrics by: https://www.instagram.com/shakira Beat by: https://www.instagram.com/bizarrap ...,https://i.ytimg.com/vi/CocEMWdc7Ck/default.jpg,404010946,0,5,3,34,en,0,19,20,127,en
124,124,24,T3Fv4IoatxE,ILLSLICK  -  My Dad  [Official Music Video],"Mastered : Warut ""Sevendogs"" Rintranukul Music video by Jettana Cast : Pakpoom Jongmanwattana, Pappim Suthinbut Director ...",https://i.ytimg.com/vi/T3Fv4IoatxE/default.jpg,22044514,0,6,3,43,en,0,14,8,124,en
125,125,25,Te3_VlimRw0,Imagine Dragons - Sharks (Official Music Video),Imagine Dragons - Sharks (Official Music Video) Listen to “Sharks” : https://ImagineDragons.lnk.to/Sharks “Mercury Acts 1 & 2” is ...,https://i.ytimg.com/vi/Te3_VlimRw0/default.jpg,70561337,0,6,3,47,en,0,19,14,133,en
126,126,26,zwa7NzNBQig,"GloRilla, Cardi B - Tomorrow 2 (Official Music Video)","Stream GloRilla's debut EP 'Anyways, Life's Great...' out everywhere now: https://glorilla.lnk.to/ALG Follow #GloRilla: Instagram: ...",https://i.ytimg.com/vi/zwa7NzNBQig/default.jpg,111618789,0,8,4,53,it,0,20,21,134,en
127,127,27,mNEUkkoUoIA,OneRepublic - I Ain’t Worried (From “Top Gun: Maverick”) [Official Music Video],Stream OneRepublic's “I Ain't Worried” from 'Top Gun: Maverick': http://OneRepublic.lnk.to/iaintworried Listen to “Top Gun: ...,https://i.ytimg.com/vi/mNEUkkoUoIA/default.jpg,142114618,0,12,6,79,en,0,20,16,127,en
128,128,28,wFi8j1VPXKA,Wheel of Musical Impressions: Nicole Scherzinger Performs &quot;My Heart Will Go On&quot; as Led Zeppelin,"Nicole Scherzinger sings Celine Dion's ""My Heart Will Go On"" as Led Zeppelin. Watch the Season 2 premiere of That's My Jam on ...",https://i.ytimg.com/vi/wFi8j1VPXKA/default.jpg,416421,0,17,5,105,en,0,25,8,129,en
129,129,29,xFrGuyw1V8s,Abba - Dancing Queen (Official Music Video Remastered),CELEBRATING 500M VIEWS! REMASTERED IN HD – UP TO 4K!! Listen to the new album: https://abba.lnk.to/VoyageAlbum ...,https://i.ytimg.com/vi/xFrGuyw1V8s/default.jpg,689932176,0,7,3,54,en,0,19,13,114,en
130,130,30,rJWdfDPZ9Ck,Libianca - People (Check On Me) [Official Music Video],"Listen to ""People"" on streaming platforms : https://libianca.lnk.to/PeopleDC Connect with me: Instagram: ...",https://i.ytimg.com/vi/rJWdfDPZ9Ck/default.jpg,28124198,0,8,5,54,en,0,15,14,108,en
131,131,31,EtCJxG7KW_8,BLUEYES - &quot;KILLER&quot; (Official Music Video),"""KILLER” available now: https://ffm.to/BLUEYESKILLER Follow Blueyes: Instagram: https://www.instagram.com/iamblueyes ...",https://i.ytimg.com/vi/EtCJxG7KW_8/default.jpg,93178,0,7,7,51,ca,0,15,18,120,en
132,132,32,KQsrIxyoJdE,Arctic Monkeys - Sculptures Of Anything Goes (Official Video),"Arctic Monkeys - ""Sculptures Of Anything Goes"" from the album 'The Car' out now on Domino Record Co. Subscribe to Arctic ...",https://i.ytimg.com/vi/KQsrIxyoJdE/default.jpg,729178,0,8,3,61,en,0,20,9,124,en
133,133,33,hmUyEDG7Jy0,Marshmello x Jonas Brothers - Leave Before You Love Me (Official Music Video),Marshmello x Jonas Brothers - Leave Before You Love Me (Official Music Video) Stream/Download ...,https://i.ytimg.com/vi/hmUyEDG7Jy0/default.jpg,133465543,0,12,3,77,en,0,14,7,97,en
134,134,34,ivijoIfhl0o,Stray Kids 『THE SOUND』 Music Video,2023年2月22日(水) Release JAPAN 1st Album『THE SOUND』 特設サイト：https://www.straykidsjapan.com/thesound/ ご予約は ...,https://i.ytimg.com/vi/ivijoIfhl0o/default.jpg,9157154,0,6,0,34,en,0,15,12,104,et
135,135,35,9U9QhGd6M6I,Cupid - FIFTY FIFTY [Music Bank] | KBS WORLD TV 230303,MusicBank #뮤직뱅크 #ミュージックバンク #音乐银行 #HongEunChae #LESSERAFIM #LeeChaeMin Fri 17:05 | Re-run : Sun ...,https://i.ytimg.com/vi/9U9QhGd6M6I/default.jpg,64359,0,9,4,54,en,0,13,13,98,de
136,136,36,FzG4uDgje3M,El Chombo - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Music],"Check out the new ""Dame Tu Cosita""! https://youtu.be/FMN3AtsXqA0 El Chombo - Dame Tu Cosita feat. Cutty Ranks El Chombo ...",https://i.ytimg.com/vi/FzG4uDgje3M/default.jpg,4267369111,0,12,6,75,en,0,21,13,123,en
137,137,37,BX0lKSa_PTk,Oliver Tree &amp; Robin Schulz - Miss You [Official Music Video],Oliver Tree & Robin Schulz - Miss You [Music Video] Stream/Download: https://olivertree.lnk.to/MissYouID Connect with Oliver ...,https://i.ytimg.com/vi/BX0lKSa_PTk/default.jpg,148023084,0,10,5,64,en,0,18,15,128,en
138,138,38,qO4mFC1OIBg,Demi Lovato - Still Alive (From the Original Motion Picture Scream VI),Stream “Still Alive” Out Now: https://DemiLovato.lnk.to/StillAliveOutNow Connect with Demi: Instagram ...,https://i.ytimg.com/vi/qO4mFC1OIBg/default.jpg,1174169,0,11,3,70,en,0,14,11,105,en
139,139,39,VATsh_cPf6M,EMIWAY - SCENE CHANGE (OFFICIAL MUSIC VIDEO) (EXPLICIT),Audio credits Song :- Scene Change Artist / Lyrics :- Emiway Bantai Music :- Memax Mix & mastered by :- Emiway Bantai Video ...,https://i.ytimg.com/vi/VATsh_cPf6M/default.jpg,6041022,0,7,5,55,pt,0,17,13,127,en
140,140,40,SDLy2FagJEI,Lil Mabu - TRIP TO THE HOOD (Official Music Video),made this video in 9°F weather. enjoy my trip to the hood! 7/10 experience. Stream/Download: https://too.fm/xmzqd8k Follow Lil ...,https://i.ytimg.com/vi/SDLy2FagJEI/default.jpg,3071504,0,9,3,50,en,0,24,14,130,en
141,141,41,F4y6pDn1fJk,Teddy Bear - STAYC ステイシー [Music Bank] | KBS WORLD TV 230303,MusicBank #뮤직뱅크 #ミュージックバンク #音乐银行 #HongEunChae #LESSERAFIM #LeeChaeMin Fri 17:05 | Re-run : Sun ...,https://i.ytimg.com/vi/F4y6pDn1fJk/default.jpg,54508,0,10,4,59,en,0,13,13,98,vi
142,142,42,0v7N5DVNwOI,Boli Janda C (Official Music Video) - RAKA,Raka Presents:- Song - Boli Janda C Singer/Lyrics/Music/Composer - RAKA Video - Rajan Bir ...,https://i.ytimg.com/vi/0v7N5DVNwOI/default.jpg,402507,0,7,3,42,it,0,14,11,93,en
143,143,43,nuMKdd_JkHo,Valiant - Expensive (Official Music Video),"Official Music Video for ""Expensive"" performed by Valiant Produced by Poppinzrecords Download/Stream: ...",https://i.ytimg.com/vi/nuMKdd_JkHo/default.jpg,37622,0,5,3,42,ca,0,13,7,105,en
144,144,44,ixkoVwKQaJg,"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video)",Stream and download Taki Taki - https://djsnake.lnk.to/TakiTaki Music video directed by Colin Tilley.,https://i.ytimg.com/vi/ixkoVwKQaJg/default.jpg,2427217421,0,13,6,76,sl,0,16,8,101,en
145,145,45,eKL3TceSxvk,d4vd - Romantic Homicide (Official Music Video),"""Romantic Homicide"" available now: https://d4vd.lnk.to/RomanticHomicide Follow d4vd: Mailing List - https://d4vd.lnk.to/mailinglist ...",https://i.ytimg.com/vi/eKL3TceSxvk/default.jpg,40326106,0,6,3,47,ca,0,18,20,135,en
146,146,46,56ZxS1htRRw,Tiago PZK - Slow | GALLERY SESSION - Amazon Music,Tiago PZK presenta Slow - Welcome to Gallery. A Window display to showcase talent to the world. - Síguenos: ...,https://i.ytimg.com/vi/56ZxS1htRRw/default.jpg,387120,0,7,3,49,en,0,17,8,111,en
147,147,47,5nNoboqlxKk,G4 Boyz x Bizzy Banks - Foolish Boys Remix (Official Music Video),Exclusive WSHH music video for “Foolish Boys Remix” by G4 Boyz x Bizzy Banks. Subscribe: http://bit.ly/subWSHH | WSHH Snap ...,https://i.ytimg.com/vi/5nNoboqlxKk/default.jpg,273856,0,11,3,65,en,0,21,11,126,en
148,148,48,pl_4SobiEHs,Warframe | The Duviri Paradox | Official Cinematic Teaser (feat. EXCLUSIVE New Music),Duviri isn't just another open world - it's an entirely new way to experience Warframe. Whether you're a veteran of the Origin ...,https://i.ytimg.com/vi/pl_4SobiEHs/default.jpg,217433,0,11,5,85,en,0,24,8,130,en
149,149,49,G5xSLbYMr-I,"Nicky Youre, dazy - Sunroof (Official Music Video)","Stream ""Sunroof"" now: https://ffm.to/nickyyouresunroof A Vision Kid Films Production Director & Editor: Austin Cieszko & Sam ...",https://i.ytimg.com/vi/G5xSLbYMr-I/default.jpg,72852409,0,7,4,50,en,0,17,14,128,en
150,150,0,nGIDtNvZVmQ,What Happens to Your Body When You Do CrossFit Workout Every Day,"In this video, I'll tell you what CrossFit is, what benefits it brings to your body and look at the basic rules of CrossFit training. 00:00 ...",https://i.ytimg.com/vi/nGIDtNvZVmQ/default.jpg,48125,0,12,0,64,en,0,28,8,143,en
151,151,1,qn27giU51vc,My CrossFit Transformation,,https://i.ytimg.com/vi/qn27giU51vc/default.jpg,129521,0,3,0,26,en,0,1,0,3,tl
152,152,2,MWoX1qv4KGQ,Ricky Garard Stripped of 3rd Place Title At Crossfit Games For Doping Scandal | Only Human,Follow the drama as top athletes endure the unknown and unknowable during four of the most intense days of competition in ...,https://i.ytimg.com/vi/MWoX1qv4KGQ/default.jpg,1865,0,15,1,90,en,0,21,3,125,en
153,153,3,rtTpE4fOuKw,CrossFit Open Workout 23.3,"The final test of the 2023 NOBULL CrossFit Games Open has been announced! For full test details, movement standards, and the ...",https://i.ytimg.com/vi/rtTpE4fOuKw/default.jpg,118669,0,5,1,26,en,0,21,6,128,en
154,154,4,ITa-95QqPK4,Adaptive Athletes Got After It In CrossFit Open Test 23.1,"Adaptive CrossFit athletes threw down in CrossFit Open Test 23.1, representing their division and ability levels with a version of ...",https://i.ytimg.com/vi/ITa-95QqPK4/default.jpg,1117,0,11,1,57,en,0,21,5,134,en
155,155,5,DrJGczR0r-A,CrossFit Open Workout 23.2,"The second test of the 2023 NOBULL CrossFit Games Open is now available! For full test details, movement standards, and the ...",https://i.ytimg.com/vi/DrJGczR0r-A/default.jpg,204771,0,5,1,26,en,0,21,6,127,en
156,156,6,i-oQRanrS-Q,Basically Crossfit,"hi, you're handsome Check out this channel's sponsors! Gymshark Link: https://gym.sh/Shop-BackGuy MyProtein (Code BACK): ...",https://i.ytimg.com/vi/i-oQRanrS-Q/default.jpg,3564269,0,2,0,18,en,0,20,17,124,en
157,157,7,AlONzBd-nkU,CrossFit Motivation | Stronger,No copyright infringement intended. Please share and subscribe for more videos! If you have any tips or suggestions let me know ...,https://i.ytimg.com/vi/AlONzBd-nkU/default.jpg,3516152,0,3,1,30,en,0,21,5,131,en
158,158,8,Ty14ogq_Vok,The Clean,The clean is a pure bit of functionality. The clean is simply pulling a load from the ground to the shoulders where frequently the ...,https://i.ytimg.com/vi/Ty14ogq_Vok/default.jpg,701003,0,2,0,9,en,0,24,4,134,en
159,159,9,b9KqUcmwlog,3 Reasons I Regret Quitting CrossFit,"When I reminisce on my CrossFit days, I choose to remember the positive. Competing forced me to stay hyper focused which ...",https://i.ytimg.com/vi/b9KqUcmwlog/default.jpg,6710,0,6,0,36,en,0,21,5,124,en
160,160,10,PYI6mH8RqCc,CrossFit Open Workout 23.1,The first test of the 2023 NOBULL CrossFit Games Open has been released! Open Test 23.1 kicks off the 2023 season. For full test ...,https://i.ytimg.com/vi/PYI6mH8RqCc/default.jpg,155068,0,5,1,26,en,0,25,6,132,en
161,161,11,JbMJGvJHVU0,72-Year-Old CrossFit Games Athlete Joke Dikhoff,"At 72, Dikhoff is the oldest competitor at the 2022 NOBULL CrossFit Games. Mother of two. Three-time Masters European ...",https://i.ytimg.com/vi/JbMJGvJHVU0/default.jpg,50531,0,8,2,47,en,0,20,7,121,en
162,162,12,jxyfh-EnqE0,GET UP ■ CROSSFIT MOTIVATIONAL VIDEO,GET UP - CROSSFIT MOTIVATIONAL VIDEO edited by : me Spoken by : me This is an original motivational commentary (my ...,https://i.ytimg.com/vi/jxyfh-EnqE0/default.jpg,233657,0,5,0,36,en,0,18,7,118,en
163,163,13,9e6n90TWYW8,Justin Medeiros - 2021 Nobull CrossFit Games Champion / 8K,"The ""Future of CrossFit"" is now its present, and the Mullet is officially back in style. Rogue athlete Justin Medeiros, at just 22 years ...",https://i.ytimg.com/vi/9e6n90TWYW8/default.jpg,47153,0,8,2,58,en,0,24,8,140,en
164,164,14,HHsOcHb_IFI,How to: The CrossFit Dumbbell Power Snatch,"The single arm dumbbell snatch is a dynamic, compound movement that works your whole body but primarily targets the ...",https://i.ytimg.com/vi/HHsOcHb_IFI/default.jpg,474127,0,7,1,42,en,0,19,4,119,en
165,165,15,9ARKmRYO6VI,The Capitol | 2022 CrossFit Games / 8k,"Highlights from ""The Capitol,"" one of the most unique and challenging workouts in CrossFit Games history. On Day 3 of the 2022 ...",https://i.ytimg.com/vi/9ARKmRYO6VI/default.jpg,15547,0,6,2,38,en,0,22,7,130,en
166,166,16,UdcBGQVX7to,People that do CrossFit be like…,,https://i.ytimg.com/vi/UdcBGQVX7to/default.jpg,104236,0,6,0,32,en,0,1,0,3,tl
167,167,17,ChrBFHoccmc,5x CrossFit Champ Mat Fraser&#39;s Winning Mindset,MatFraserHWPOTraining x Ikonick Art Collection: https://ikonick.com/collections/mat-fraser Watch the full episode with 5x CrossFit ...,https://i.ytimg.com/vi/ChrBFHoccmc/default.jpg,861904,0,9,3,50,en,0,18,11,134,en
168,168,18,NLX9WHVjMY0,CrossFit Mafia: More Than a Gym,"Put somebody in front of me, always. I think that selflessness and the care for the person next to you — that is one of my biggest ...",https://i.ytimg.com/vi/NLX9WHVjMY0/default.jpg,6183,0,6,1,31,en,0,26,5,134,en
169,169,19,j2kDx_7hnBw,Beautiful CrossFit Girl Does This Tough Workout | #crossfit,BURN FAT FAST Using Java Burn In Your Coffee. (Click Link Below) https://bit.ly/JavaBurn-WatchFreeVideo Beautiful CrossFit ...,https://i.ytimg.com/vi/j2kDx_7hnBw/default.jpg,2076993,0,8,2,59,en,0,19,12,126,en
170,170,20,Bq64q5ysJCM,SURVIVE - CROSSFIT MOTIVATIONAL VIDEO,"SURVIVE - CROSSFIT MOTIVATIONAL VIDEO Song : State of mine - Rise I do not own the copyrights of this video , this video is ...",https://i.ytimg.com/vi/Bq64q5ysJCM/default.jpg,3325499,0,4,1,37,en,0,21,7,127,en
171,171,21,KWsOykbPqVw,First day at a CrossFit gym vs. a few weeks in,,https://i.ytimg.com/vi/KWsOykbPqVw/default.jpg,38219,0,11,1,46,en,0,1,0,3,tl
